,date,review,rating,isEdited,title,userName,developerResponse
174,7/22/2023 21:11,"I have 2 mobile numbers. I tried to register my 2nd mobile phone, but since it has a different mobile no. than the one registered in my BPI account, it won’t let me register my 2nd phone. I hope the new app can be registered to multiple mobile devices.",2,FALSE,Unable to register,RLVR.,
175,6/26/2023 14:56,I prefer the UI and design from the other app. I only switched since I can’t access my account anymore in the other app. The warning said it will be disabled in July 31. It’s still June?? Hate the design looks like it came from 2012 and never upgraded. Please just use the same design as the other one.,2,FALSE,Ugly,JJJSSS17,
176,6/17/2023 20:50,There is still bugs found when trying to change the date of the statements. I need to get out then get back again on my statement just to change the date.,3,FALSE,Bugs found,FritzieMarbie,
177,8/3/2023 2:24,I can’t receive a mobile key notification from this app whenever I transfer using their website. It always sends the notification to the old BPI. Tried everything from deactivating mobile key from old app to uninstalling and reinstalling to both old and new app. Nothing seems to work. 👎🏾👎🏾👎🏾,1,FALSE,Poor migration from old app.,Smart & PLDT subscriber,
178,5/23/2023 13:31,"This App doesn’t allow me to login on my IPad since it wants my SIM card to be on the device, but IPad doesn’t have sim card slot. My phone doesn’t support BPI app as well since Huawei phones are not Google supported. 

The previous BPI App allows me to login and use banking services on my IPad without any issues, as it only sends OTP on my Huawei phone which I use to login.

Please fix this. I want to be able to use the App on my IPad. I got nowhere else to use the App on, and I cannot pay my bills. Your current User Experience is 0/5, User Interface 0/5. 

If this cannot be fixed, just give back our access on the old App.",1,FALSE,Cannot be used in IPad,Seraphryn,
179,6/26/2023 0:38,Just one suggestion if you can still apply the feature in the old app in which your uploaded QR are already permanently uploaded in the app.,5,FALSE,The app is NICE.,Ishanxtian,
180,4/24/2023 10:34,"Honestly, the previous BPI App was actually more user friendly and looks way better than this one. The reason I love using BPI for online transactions because their app is well-designed but this new app feels like it took a few steps back in terms of user experience.",2,FALSE,Worse Interface,iamacarbonate,
181,5/1/2023 3:16,"I like the navigation and the whole look of this new app however in terms of credit card customization the app is still lacking. Compared to the other banks, you can control the amounts and transactions on your credit cards , i still don’t understand why there’s still no lock option on credit cards.",1,FALSE,Bpi new app,Dmothman23,
182,3/2/2023 8:25,"I like that this app is faster compared to the old one, however, it needs improvement on the interface. It is confusing, especially if you used the old app.",3,FALSE,Needs improvement on the UI,bootl3gbaby,
183,9/18/2023 5:25,"I am unable to proceed to transactions like transfers. It is stucked in “Proceed Mobile Key with device………….” With no okay button to proceed. It only has cancel request. I am using the device mentioned. Disappointed, previous app is better I deleted it since the old app will be until sept 30 only. And now i cant do any transactions",1,FALSE,Unable to proceed transactions,ecgarma,
184,8/3/2023 11:13,Because it says the device I'm using doesn't have a sim card. I prefer banking here more than on my phone (safer) so whats the point of this app if i cant use it on my ipad?! Bring the old app back! Or at least release the new one after making sure user experience is at least as good as the s app.,1,FALSE,Cant register and log in with my ipad,Patchoosy,
185,6/23/2023 10:03,"It’s more user friendly, excellent app that will help you to process transactions easily. Easy to understand and more convenient way to do banking needs.",5,FALSE,BPI NEW APP,Irescruz,
186,6/20/2023 5:29,I own 2 devices. One main device which is a postpaid and one prepaid device. I can’t use the app across my 2 different devices because it “requires” you to have the number registered inserted on the device you are trying to log in to. I love the old app better. Why do you have to change an app that isn’t broken? This is so annoying.,1,FALSE,I CAN’T USE THE APP ACROSS MY DEVICES,rokunomku,
187,9/15/2023 11:27,"The new UI is not user friendly compared to the old app. It is very difficult to navigate since a lot of menu items doesnt even makes sense.

Also, a lot of bugs are not fixed. An error message keeps popping saying I am not able to transfer but when I ignored the message, it worked. Whats the purpose of that error message?

Another but, once you upload another QR for money transfer, Mobile Key DOES NOT work. 

People keep reverting back to the old app because of your low QA. This does not benefit the many in any way. 

Do not fix something that is not broken.",1,FALSE,Terrible Upgrade,.daiki,
188,7/29/2023 11:28,Every time I’m doing mobile transfer it says to continue on your mobile key device then nothing happens even if I’m using the mobile itself.,3,FALSE,Cannot do mobile transfer,dmm081992,
189,5/4/2023 1:16,"I’m happy with the old app until this new app came into the picture. It kept asking for my CARD NUMBER and I can’t go to the next step until I fill it out with a card number. Dude, I don’t have a physical card for my checking account and I want it to stay that way. So yeah, this app is not so great just stick to the old one. That works perfectly fine.",1,FALSE,Not so great.,jrlasian619,
190,8/10/2023 14:26,Just download it. It was okay. But mobile key needs to be activate but activation is not working despite putting correct otp. You can deposit money into account but cannot transfer money. Whats the sense of accessibility if this mundane feature is not working.,2,FALSE,Mobile Key issue,jakecads,
191,4/13/2023 2:04,"Enjoying the app so far, it’s an aesthetic step up from the previous app and much quicker than before. My only complaint is that we desperately need integration with Apple Pay / Apple Wallet.",4,FALSE,Needs Apple Wallet Integration!,carlosldg,
192,6/23/2023 4:39,"Can’t even go in the app because verification takes such a long time. You’re not supposed to switch apps or lock the phone so prepare to have a staring contest with your phone for 15-30 minutes. Also, disable the autolock feature of your phone before proceeding to verification process. Such a waste of time.",1,FALSE,Why reinvent the wheel?,ll_m_ar,
193,9/16/2023 2:36,I tried this new app but this thing wont even let me log in! Why do you have to add a deadline of sept 30 to the migration of the new app when it’s half baked??? When I tried logging in I hit a road block that says my device does not support sms messaging… where did that come from?,1,FALSE,Stop giving us deadline when this new app aint ready yet!!!,jpa_22199,
194,9/5/2023 3:38,"Whenever i receive a transfer from a BPI account , this new app no longer allows you to be notified. Mobile key has to be disabled to enable push notifications, which is weird because you cannot do transfers if mobile key is disabled. Very disappointed with the new app.",1,FALSE,Notifications not working,@randybundz,
195,8/7/2023 1:55,Idk if it’s just my app but i somehow can’t paste inside the app?? I had to type the account numbers manually for multiple times now and it’s just been so inconvenient especially for long acc numbers! Kinda regretting that i migrated to the new app actually 😢,2,FALSE,Can’t paste account numbers!,Ellaphunk,
196,6/6/2023 14:37,"New app fonts are too small and too much stuff on the screen. A simpler, clean and clear interface like in the old app makes it easier to get things done. Dunno about other customers, but I prefer no-nonsense banking online or in-person.",2,FALSE,Old app interface was better,betchay101,
197,8/1/2023 11:17,"It’s a waste of time and money trying to save for points when their value drops at the turn of a dime. Redeeming a 1K peso gift card went from costing 10K, to 12K, to 14K, and now 20K in less than a year (without any notice whatsoever). BPI is showering new CC holders with points and then consequently lowering the value for everyone is just pointless and bad for older CC holders",1,FALSE,CC point system is flawed,elishasreviews,
198,6/29/2023 10:37,"New application is refreshing, easy to navigate and user friendly🫶🏼",5,FALSE,User Friendly,Markie Ryan,
199,4/19/2023 8:38,"Is it just for me? I can't add a biller to the new app. It says ""Can't see the biller you need in this list? Enroll then now"", and Enroll them now is in different color and underlined seems like it is a link to enroll billers, but it is not redirecting to some page. This is some reasons why I still uses the old app.",2,FALSE,Can't enroll billers to this new app,myanonumousass,
200,7/25/2023 1:22,"I can’t received a notification for mobile key even though my noficiation settings, both in-app and in phone were enabled. It’s more convenient for me using the old mobile app as the mobile key notification is working perfectly.",2,FALSE,MOBILE KEY,LouBisnar,
201,7/16/2023 3:09,I have to manually type an account number and an account name when trying to send to any non-BPI account. Don’t you know how error-prone that is? I don’t know how a basic functionality like copy-and-pasting is disabled in your app for no reason at all.,2,FALSE,Why is pasting anything disabled on this app?,Neil P. R.,
202,5/24/2023 23:46,"Needs to improve the color, it’s too light. I was wondering if it’s my eyes, do I need glasses to see it clearly. 

How come the biometrics are not working? Can’t turn it on. Will go back to the old app until I need to use this new app. It’s 

Customer experience is not enhanced in this new app.",2,FALSE,Needs getting used to,VeroRP1,"{'id': 37013935, 'body': ""We apologize for the inconvenience this may have caused you. May we know the specific error you are encountering so that we can identify the issue? Please take note that the biometrics the app uses is only mapped out in your device's settings. If you have further concerns, please visit https://www.bpi.com.ph/contactus. Thank you."", 'modified': '2023-06-09T01:08:41Z'}"
203,6/22/2023 14:11,"The UI has been updated, while the services remain unchanged from the provlous app. It would be great if you could transform it into a comprehensive one-stop-shop app, eliminating the need for additional Installations lIke VYBE. Personally, the most crucial improvement weild be to ensure that all transactions are updated in real-time, reducing the frequency of system maintenance",1,FALSE,Enhancing User Experience,SABBB28,
204,5/30/2023 1:41,"This app is very confusing to look at. The fonts are so complicated and when transferring it’s saying like  continue transfer to mobile key device and I’m using the device itself so I don’t know what they are talking about! 

I like the old app more because it is easy to use. I don’t get the reason why this new app is even out.",1,FALSE,Worst,anonymous219272172728182827,
205,9/15/2023 6:08,I tried logging in but it keeps on loading for more than a minute and then after it says “Try again later we are unable to process your request at this time”.,2,FALSE,Unable to login,Ron Judah,
206,7/8/2023 3:19,"Please allow pasting account numbers and account names when transferring funds. 

Such a hassle having to switch between apps when copying account names and numbers and then verifying afterwards",3,FALSE,old app was better ngl,LMTDP,
207,6/25/2023 14:14,"Can’t get past the login screen as it requires SIM inserted in the device, although mine is wifi only. I keep my registered number in a separate mobile device. I was hoping at least they would send the OTP or the mobile key in my mobile device. But I think app is not validating those.",1,FALSE,Can’t Login with iPad Wifi,filifz,
208,6/20/2023 6:06,"It is forcing me to change my number wherein I am using my personal one and not the alternative in my daily driver phone. Whoever conceptualized this app must get fired. They did not focus on the safety of users. Once a daily driver phone is stolen, automatically everything can be accessed cuz it is linked on the same phone number being used. Lame app.",1,FALSE,Awful App,MoonJieun1016,
209,6/19/2023 11:41,"its not allowing ipad air users to log in since it requires accessing mobile number and sending text msg. take note that the Ipad Air cellular cant receive/send text and call using cellular its only function is for mobile data usage only. The old app works fine,why change? just update the old one or fix some bugs.",1,FALSE,NOT FOR IPAD AIR CELLULAR USERS,Miesh Lingad,
210,6/3/2023 2:19,"Apparently, since I am using a different phone (with different sim), I cannot verify my account coz I need to send a text message from my number. So I have to switch sim to the secondary phone just to verify and login? Such a hassle! Will continue to use old app for now. I don’t want to install finance apps on my main phone.",1,FALSE,Cannot login and verify,mels83,
211,5/1/2023 4:14,"I can’t enroll another person’s account with the current app version. I hope that in the next update, I may be able to do so.",4,FALSE,"The app’s UI is gorgeous, however…",Kentoy25,
212,4/13/2023 3:36,"I've downloaded the app and went through all the steps in opening a new account, only to find out in the end that they cannot process my application at this time. With this experience, as a first time customer, it gives me a first impression that BPI online banking is unreliable to say the least.",1,FALSE,Attempted to Open an Account,Mars2895,
213,3/1/2023 23:34,"Upon checking the new app, it’s almost similar to existing app except the update mobile number feature. Was expecting that it’ll have some value-add features such as goals/stashes just like in Tonik and Maya.",3,FALSE,Same as current app,M!k@s@y@,"{'id': 35181626, 'body': ""Good Day, thank you for using the new BPI Mobile app. We really appreciate you taking the time out to share your suggestion. We'll take note of this and further improve our service moving forward."", 'modified': '2023-03-03T08:43:49Z'}"
214,9/16/2023 16:10,"Old app works better, after I installed the new app it worked couple of days and now all I am getting is the ""I6510 error”. Can’t even login to my mobile app and use mobile key when using alternative online bpi website.",1,FALSE,"Old app works better, can even access my own money with this new app",purplefairy13,
215,9/15/2023 15:59,"This has been an headache since I switch to this new app. I can’t transfer funds now from BPI to my Gcash due to the number entered for updating my cannot be process and there’s no other option since I’m using a single sim slot phone. Pls fix this one, I’d rather have the old app than the new one. And the UI is kinda confusing.",1,FALSE,UNABLE TO PROCESS MOBILE NUMBER ENTERED,kimarrs,
216,7/30/2023 9:56,It would be better to see all recent activity like it did on the previous app. This app shows only at least 10 transactions. It would also be nice to see pending charges.,2,FALSE,Recent transactions shown are limited,isiwnwbhs,
217,7/21/2023 1:30,"""It can be quite a hassle to transfer funds to other banks. Perhaps you could enhance your app by allowing us to save the bank account details of our recipients, similar to what other banks offer. This way, we wouldn't need to manually input the information each time we make a transfer.""",1,FALSE,Fund transfer,Haileynder,
218,7/2/2023 5:27,"When redesigning a mobile app specially for a bank app, you MUST NOT change where things are placed NOR change the menus!!! YES the UI looks good (not great) BUT IT’S CONFUSING and lacks the same feels of the old app! Take my advice:
- focus on functionality-which means, don’t change the menus, items in the menu etc.
- focus on security even more",1,FALSE,Redesigning MUST not be a priority,JanSulla,
219,6/25/2023 3:48,The new BPI app is very easy to navigate same with the previous app. The design and features were very modern.,5,FALSE,User friendly app,Josh JM,
220,6/23/2023 0:34,"Previous app is still 10x better than this new app. UI, color, font, everything about it feels cheap. I specifically hate how it displays the letters of your password when logging in. Just continue the old app its working just fine and everyone loves it",2,FALSE,Looks cheap,kumabahO,
221,6/6/2023 9:11,"Occurs several time but not every time. When I’m check my credit card details, and then I cannot get back to “home” even if I tapped the back arrow. No other options but to scroll up and down.",2,FALSE,There’s a bug that needs to be fix,NeDsIn,
222,6/8/2023 2:20,"Always show me that: Uh oh Looks like we cannot continue with your application anymore. Please visit the Contact Us page at the BPI website to inquire further. Its process appears to be banned from the next step. Uh oh
Looks like there's an issue we're trying to tix.
Have one for yourself, and come back in a
while.",1,FALSE,Not applicable Create a new account.,Vcowng,
223,9/6/2023 3:21,I got a new and I’m trying to transfer all my apps. Now I’m trying to login my BPI account and Device registration keeps on failing. I already send that SMS verification multiple times and nothings happening. It’s very hassle going on the website to process my transactions.,2,FALSE,Device Registration,Neo3222,
224,8/2/2023 12:33,"The interface from the old app is better, more dynamic. This one is too dull. And for the love of God, why doesn't the spaces for the account name and number NOT have a paste function??? It's too tedious to type in the details and too prone to mistakes!!! Allow copy paste!",2,FALSE,Could be better,KevinB1988,
225,9/5/2023 11:30,"Scrap this app please. The older one is way better. You can’t copy paste account numbers for safer and not mistaking numbers inputted, you can’t even register on a second device without transferring your sim card. What about those that don’t have physical sim only e-sim? Just update the old one instead of this crap app.",1,FALSE,Crap app,benoxsays,
226,6/16/2023 20:51,"I can see why people dislike your new app. The old interface works better for me. I hate the color. The security is just a re-hash of BDO app, which is not any way better. I prefer to use the old BPI app cause it is smoother than BDO. Using this new app is such a big letdown.",2,FALSE,Old app interface better,aloediyah,
227,7/12/2023 14:33,"I am leaving a generous review of 3 stars hoping for the developers to consider and take actions about the issues presented by other users. Please fix this new app, our money and your customer base is at stake here. Thank you.",3,FALSE,Hear us out,_The Review,
228,5/25/2023 16:46,"As title states, I cannot enroll accounts in the new app. Even if there’s a clickable link, it won’t launch the window to enroll. There’s no option to enroll it manually from the Settings tab either. Also please allow us to copy-paste account numbers to avoid mistakes.",2,FALSE,Cannot Enroll Accounts,Pauline Chua,
229,5/30/2023 12:22,"I opened a new account today, and I asked assistance from the bank to open an online banking app and gave me this, however, upon Phone Verification it won’t push through. When it’s halfway through it always cancels and shows an error. Did the verification more than 30x still with the same result. FAILURE!",1,FALSE,Unable to Verify Phone,Hakugei,
230,5/14/2023 15:04,"The new app is not necessary. Mas ok parin ung lumang app kasi may ok yung arrangements ng mga tab also same security features lang din naman napansin ko if may new security features bakit hindi nalang nilagay sa lumang app? Also still no points viewing. Nonsense kung nag release kyo ng bagong app tapos kulang din yung features. Why not put it all together like citi bank! For me sila yung may pinaka best app interface, ALL IN ONE APP",2,FALSE,New app not necessary,sjskajdjwks,
231,4/20/2023 21:41,Credit card statements and available balance is so confusing. Available credit limit is not reflecting properly and it’s still based on the latest statement even if that said statement has already been paid. Fire your UX designer.,2,FALSE,UI/UX is too confusing,Boonoo1918,
232,4/26/2023 3:37,This new mobile app has no option to generate own qr codes. It only has an option to scan or upload but not generate. Unlike the older version or older app,3,FALSE,No option to generate own qr?,bylleriiiiic,"{'id': 36609242, 'body': 'Hi. We apologize for the inconvenience this may have caused you. The QR Code generator is now available in our latest version. Please upgrade your app or you may uninstall and reinstall it. If you have further concerns, please visit https://www.bpi.com.ph/contactus. Thank you.', 'modified': '2023-05-19T06:14:51Z'}"
233,9/16/2023 7:21,"This new BPI app feels so much like a virtual money app. Loved the formality of the old app, with the menus at the left side. This new app is very graphic, everything has an icon, which if you are not familiar with, you’d still have to read its label anyway. Still prefer the old app, direct-to-the-point text menus. This new app is a step-back, in my opinion.",1,FALSE,Am I in GCash???,Retchiel,
234,9/7/2023 0:14,New app looks better but I hope the notif gets fixed. Already turned on on the app’s settings and my phone’s but still not getting the notif unlike the old app.,3,FALSE,No Notif When Receiving Money,NeriDy,
235,8/26/2023 19:10,"Tbh I don’t know who decided this app was gonna be better or for what reason a new app was needed in the first place.
Besides the one option to “open a new account “ couldn’t find any new features that make it worth while.

And to make matter worse the UI is just really bad, absolute downgrade",1,FALSE,UI is definitely a downgrade,Patrick MJ47,
236,7/14/2023 10:19,"I downloaded the new app hoping it would be far better. However, the interface is confusing, and the worst part,I can’t do online payment. It always shows error, but when I use the old app, I can do online transaction with ease. Please, keep the old app. It is much better.",1,FALSE,Disappointing,Snowpot1976,
237,7/6/2023 2:10,"All important and frequently used features are working as expected, but the overall UI makes the app hard to use. 

Please fix the groupings of the menus.

The menus inside the hamburger navigation button can be simplified by just removing the icons and arranging them in a list. 

Can’t you just make the design consistent with the mobile view in browsers? That adaptive design is simple, minimal, and user-friendly.",3,FALSE,Functionality is there. UI/UX needs improvement.,uzjektn,
238,9/13/2023 9:14,"I always use my mobile number from my other device as my way of extra security. But using this new app requires me to use my mobile number on the same phone as to where the app is installed.
Well, that’s a security risk for me. 
Guess I’m staying with the old app for now.",1,FALSE,Mobile number security,Groberthsp,
239,9/8/2023 13:24,"The interface of the new BPI app makes the options difficult to read because of the stark-white background, and lacks the ease of maneuverability of the old app. I only installed this because of the scheduled app maintenance of the old app over the weekend. I would most likely revert to using that.",1,FALSE,Old app is better,annietwo22,
240,8/14/2023 15:44,I was told by your customer service that this is not possible with your credit cards. How so when you activated this feature for your debit cards through the mobile app?,2,FALSE,Temporary block for credit cards,TetaMoreira,
241,7/29/2023 12:49,"There are a lot of improvements needed. 
- enable copy-pasting of account number when transferring
- enable saving OTHER bank account details
- quick balance feature
These are the basics but unfortunately, the app can’t even do.",2,FALSE,Bank transfer is a hassle,Jen_skye161988,
242,9/19/2023 2:36,I hoper we can add other peoples bank account from other banks so we can easily transfer money to them. It is so hassle to enter their bank details when we are sending money to them frequently.,2,FALSE,Feature request,ryelan101,
243,6/30/2023 12:43,"We are nearing the july so i decided to download this app. And after multiple attempts of logging in, i still cant get in. Password is correct my mobile number is perfectly working so this app is the problem. How can we move on to this new app if its not working???",1,FALSE,Please dont fix whats not broken. This app is 🗑️,Mfeeeeee123,
244,6/17/2023 14:02,This does not trigger any notifications even if the notification toggle button is on in your account settings. you can’t do bank transfer online on pc when you have mobile key on this new app. The UI looks old too. Check GoTyme bank and see what a modern banking app looks like.,1,FALSE,Disappointed 2,fadevin,
245,3/3/2023 10:53,"The new app is good but with a boring, sad interface unlike the previous one.",5,FALSE,Kinda boring Interface,savironnyj,
246,5/29/2023 8:58,"This looks like a replica of gcash. The old app is better more professional looking. Why change? If you can show the floating accounts in every transaction and easier management of payees, in the old app, that with be great. This is really not necessary if I can say. :)",2,FALSE,Interface,Shammie105,
247,9/15/2023 8:14,Why rush you users to transfer to this app while it still looks unfinished with a lot of bugs? Just simply logging in is difficult with this app. It takes too long or at most times it doesn’t allow me to login and tell me to do so later. how long is later?,1,FALSE,I can’t log in,diqjspeguquq,
248,8/9/2023 13:32,"I have been using the same phone but this app keeps asking me to continue the transaction on my original phone (it thinks I installed my app on another phone) so I can’t make any transactions straight from the app. It’s challenging, hoping that the app developer can help with this soon ☺️🙏🏽",1,FALSE,Unable to make transactions,Babs Torres,
249,8/7/2023 11:33,"I prefer the old app. I have my banking apps on my iPad for safety instead of on my phone, but I cannot use this specific app on my iPad because it doesn’t have a sim and verifying the device is not possible. What a hassle.",1,FALSE,Needs to be available on other types of devices not just mobile phones,Thia M.,
250,7/7/2023 9:39,Suggest to advise users that mobile key activation is necessary in using this new application.,5,FALSE,User - friendly,escil,
251,6/23/2023 7:50,Very easy to use and more font used is pleasant to view.  Format is much easier to navigate.,5,FALSE,New BPI Mobile App,Ms Chutte,
252,6/9/2023 23:27,This is a very stupid mobile banking app. It requires you to insert a particular SIM card to your mobile device to be able to “register” that device and use the app for mobile/online banking. I should not be forced into having a particular SIM inserted into my mobile device.,1,FALSE,Stupid “Security Feature”,Boying Jurolan,
253,7/3/2023 7:24,I thought that the new BPI app has fixed this issue but you will see this error popping up so that means that the developers have not yet optimized it with the latest iOS versions. The workaround is to restart your phone.,2,FALSE,An error was encountered…,FoxyReign,
254,5/11/2023 3:26,"This one is not as user friendly as the previous app. The font and interface are not pleasing. The minimalist look was not achieved. Too many blank space, and it takes more clicks to check CC transactions. If this is an improvement to the last one, it does not achieve that.",1,FALSE,Need improvementS,Joartg,
255,4/24/2023 10:38,"Should Include Complete Name and Surname in the dashboard also the bank name. Or have one page icluding complete name, bank name and account number. So hard to use as proof of account because it lacks details.!!!!!!",3,FALSE,Include Complete Name and Surname in the dashboard also the bank name.,Ej-19,
256,6/30/2023 10:48,"I couldn’t seem to download this new BPI online app on my iPad. I have an existing bpi online acoount, and the old BPI online app,  so when I tried to log in, it is asking me to make sure that my cellphone sim is in my iPad. But since my iPad depends on just wifi and does not have the capacity to receive SMS, I could not proceed in downloading the app. What should I do?",1,FALSE,New BPI App and iPad,Bannaino,
257,6/29/2023 23:25,"Recommending this app, it has been improved and has strengthened its commitment to security and privacy. 💯",5,FALSE,New and Improved,CB12.,
258,6/29/2023 11:08,I love the new BPI APP. No need to enroll again all the billers enrolled on the old BPI app. Which is less hassle for all the customers. Thanks BPI for giving us quality service. Best bank for me! 💗,5,FALSE,BPI APP,96ja,
259,6/24/2023 2:04,This app is very efficient and user friendly. I would recommend bpi with my friends and family.,5,FALSE,Bpi new app,Ngmiranda,
260,6/23/2023 6:58,Kindly add all the features from the old BPI app where we can manage biller and payees (enroll biller) and adjust limits and spending from the account maintenance tab. The new app is minimalist but confusing to use as compared to the previous app that everyone loved.,2,FALSE,Missing features from old BPI app,jrsaytono,
261,6/10/2023 1:04,The UI is not good at all. Its kinda confusing. The old app is so much better. There is nothing better in the new app. Hope all the suggestions of the users gets considered. I wouldn’t use this new app if the old app is not getting shutdown on July.,2,FALSE,UI needs improvement,cruzivan7,
262,5/20/2023 15:06,"1. Can’t add new billers, can’t enroll new accounts
2. UI is dirty. As a banking app, it should be professional looking and with the font and UI, this is something I would not trust as it looks scammy.
3. Locking of credit cards function is still missing.
4. Floating transactions are still nowhere near development.",1,FALSE,App is trash. Old app is more functional and usable.,TJ PCab,"{'id': 36728496, 'body': 'Hi. We apologize for the inconvenience this may have caused you. May we know the specific error you are encountering so that we can identify the issue? If you have further concerns, please visit https://www.bpi.com.ph/contactus. Thank you.', 'modified': '2023-05-25T10:18:58Z'}"
263,4/12/2023 14:51,"No feature to schedule payment unless you go to the website. Also, how about autoscheduling from bpi credit card from bpi account.",3,FALSE,Missing Payment Scheduling,jpbisaya,
264,9/20/2023 11:27,"Hello, can you please update your app to the latest version and compatible with ios 17 or fix the issue with device registration. I cant register my device after updating to ios 17, though the message pushes through when registering. It always says unable to process.",1,FALSE,Can’t register my Iphone 14 pro max,roi120495,
265,7/18/2023 1:29,I set this one up thinking it will do everything the old app does and more. But I can’t complete a transfer. It gets stuck on the “continue on your mobile key device”. Nothing happens after that. No OTP and no other buttons except “cancel request”.,1,FALSE,Cannot complete transfer,It'smeKimmy,
266,7/15/2023 10:41,"Interface is ugly. Font used is confusing. It looks like an old school game app rather than a bank app. Too many blank spaces. Confirmation transaction page is not full screen — need to scroll down to get reference number. 

Old bpi is way better than the new one.",1,FALSE,Looks like a demotion from the old bpi app,chinchindl1010,
267,7/13/2023 1:50,"Old version is better for me ‘cuz I can still used it on my ipad. In this new app, need a simcard. Hoping for the update. its really secured for me to make my ipad a mobile key. just incase my phone will lost, scammer cannot transfer the money without the mobile key which I did not used it on my handy phone.",1,FALSE,Not working,W.Alampay,
268,6/30/2023 0:45,A very convenient app especially it is now updated.,5,FALSE,Convenient,salvirgent,
269,6/29/2023 1:36,"I used to have the app on one phone, and the OTP sent to another device, so in case the phone is stolen, they still can’t move funds around, even if they extract the password somehow.

Now you can only install and log in from the phone/number that gets the OTPs. So much riskier.",1,FALSE,Less security with constraining log in,UberUpdateFail,
270,6/15/2023 2:39,"App does not allow transactions when you switch phones. It needs you to continue to your old phone. So if you don’t have the old phone anymore, you can’t do transactions. 

Per BPI, you need to unlink the old device but there us no option to do that in this app.",1,FALSE,Switching phones issue,IceMastee,
271,4/27/2023 12:58,Tried this new app but the other function of managing payees are no where to be found. As instructed I went to more-settings- then there’s supposed to be a manage/add payees but it’s not there. Will still use the old app.,2,FALSE,Where are the other services,Pfffffffftttt,"{'id': 36609682, 'body': 'We apologize for the inconvenience this may have caused you. This service is still not available in the new BPI app as we are still improving it for your better online banking experience. If you have further concerns, please visit https://www.bpi.com.ph/contactus. Thank you.', 'modified': '2023-05-19T06:32:59Z'}"
272,5/21/2023 22:47,Can’t even login because it requires your sim to be on the same phone. I am using a different phone for my other sim cards. Does that mean I cannot use the app on multiple devices? The old app is just okay for me.,1,FALSE,Maybe next time when there are more options to log in,Fixyourappbpi,
273,5/5/2023 17:19,Transaction alerts doesn’t work even if push notification is turned on.,3,FALSE,Push notification,user_kp,
274,9/14/2023 11:41,The app doesn’t allow me to login to other device which I didn’t have a problem in the past app. The sim of the enrolled number isn’t inserted in the second device so I wasn’t able to push through the login using this phone.,1,FALSE,Second Device,Astraea Athena,
275,7/1/2023 12:48,"Doing a transaction online and the system is asking about my mobile pin but when when I open the app in my phone there’s no notification of any pin or when I go to the BPI app, there’s nothing there too! Inefficient! Test your app before deploying such a trash!",1,FALSE,Mobile Pin is not Working Correctly!,elaiza17,
276,6/23/2023 7:33,Thank you BPI for the innovation. This is very convenient and innovative compared to other mobile apps of other banks. Kudos to BPI for always helping us. 😍❤️,5,FALSE,Bryce,pogi174747282,
277,6/23/2023 7:19,New BPI mobile app is user friendly and easy to navigate.,5,FALSE,User friendly,Ariane Bacaycay,
278,9/15/2023 7:51,"Totally useless, can't even log in. Idk who's the genius behind forcing every account to migrate to a new inferior app when there's already a complete very good simple app out there. Why can't you just improve it if you think it needs some changes? It's probably the most stupid strategy ever.",1,FALSE,USELESS - CAN'T LOG IN,hdtiiohvd,
279,9/1/2023 0:45,"I've tried several attempts but this is just frustrating.

Always says failed to send the sms for the device registration when I have signal and load.

You should other option, like receive Otp instead.",1,FALSE,Unable to send device registration sms,Bella831_1925,
280,6/18/2023 4:07,"No wonder the rating of this app is Very Low! 

1. Convenience
It is convenient in logging into the new version. Likewise, no need to register for a new user name and password.

2. Design
The logo has changed which we can easily recognize from the old to the new one. However,  The font used in the new version is Terrible! Its typewritten numbers, okay! I Dont Like IT! 
I was expecting more than the old version.

3. Navigation
For me, I like Reading. That is why, I don’t like that there is a logo with the name underneath the logo.",2,FALSE,Meh!,Oto_Oreo,
281,7/20/2023 10:17,"The mobile key function doesn’t work at all! I am using an iPhone 12 mini with an updated iOS. I don’t receive the prompt from this new BPI app. 

The old BPI app will start loading when the mobile key is starting the processing but will crash. 

Such a hassle!",1,FALSE,Mobile Key not working!!!,cha erni,
282,6/30/2023 0:39,Easy to navigate and looks classy,5,FALSE,User-friendly and minimalist look,customerjvb1000000,
283,6/26/2023 6:41,"Very user friendly and smooth interface. More convenient and easy to use. Thanks, BPI! Grateful as always!",5,FALSE,The new BPI App,Jjjjjjjcccccccccc,
284,6/26/2023 1:08,"Starting to use the new app and it seems not a user friendly. Trying to transfer fund and after the process, a phone icon appears and on the lower screen has a “Cancel Request”. Trying to tap the phone icon and it doesn’t proceed with the transactions",1,FALSE,Old is better,rampi1016,
285,6/9/2023 12:46,I managed to transfer money the first time. The second try failed several times because the screen is stuck telling me to continue via mobile key which is not even there. The only clickable part was to the cancel button.,1,FALSE,Buggy,bvbeltran,
286,3/3/2023 22:57,Couldn’t proceed with device registration. Both ways do not work for now. Text message activation always encountered an error considering I have sufficient airtime balance. Mobile key does the same. Didn’t receive any notification or pop up screen on my iPhone 13 Pro Max.,1,FALSE,Device Registration Error,takenlexus001,
